item_id,title,budget,genres,origin_country,production_companies,overview,
851,Two or Three Things I Know About Her (1966),0,"Drama, Romance",United Kingdom,"Cineguild, J. Arthur Rank Organisation","Returning home from a shopping trip to a nearby town, bored suburban housewife Laura Jesson is thrown by happenstance into an acquaintance with virtuous doctor Alec Harvey. Their casual friendship soon develops during their weekly visits into something more emotionally fulfilling than either expected, and they must wrestle with the potential havoc their deepening relationship would have on their lives and the lives of those they love.",/jC9EwLJcGhYMSQAHu2LxkKN5v7O.jpg
852,"Bloody Child, The (1996)",0,"Crime, Thriller","Germany, Spain, Switzerland","Praesens-Film, Chamartín, CCC Filmkunst",The search for a child murderer drags a once-respected detective into an all-consuming obsession.,/8M3CPJvCe96WnIqKT8HHrSLprgT.jpg
853,Braindead (1992),68000000,"Drama, War","France, Germany, Ireland, United Kingdom, United States of America","Paramount Pictures, Mandalay Pictures, KC Medien, Reperage, DOS, MP Film Management, Little Bird, Lions Gate Films, Swanford Films",A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad in WWII.,/9cSoNnB31hGY2mL78VT8mAbz6nR.jpg
854,Bad Taste (1987),23000000,"Romance, Comedy",United States of America,"Dark Horse Entertainment, New Line Cinema","When timid bank clerk Stanley Ipkiss discovers a magical mask containing the spirit of the Norse god Loki, his entire life changes. While wearing the mask, Ipkiss becomes a supernatural playboy exuding charm and confidence which allows him to catch the eye of local nightclub singer Tina Carlyle. Unfortunately, under the mask's influence, Ipkiss also robs a bank, which angers junior crime lord Dorian Tyrell, whose goons get blamed for the heist.",/xbbXp9px4o8Oe7IbGd0yIbla8mZ.jpg
855,Diva (1981),92000000,"Action, War","United Kingdom, United States of America","Jerry Bruckheimer Films, Revolution Studios, Scott Free Productions","When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground.",/7fU5dSqKRL4XHeEUz62rCKBfYok.jpg
856,Night on Earth (1991),70000000,"Fantasy, Animation",United States of America,"Amblin Entertainment, Silver Screen Partners III, Touchstone Pictures","'Toon star Roger is worried that his wife Jessica is playing pattycake with someone else, so the studio hires detective Eddie Valiant to snoop on her. But the stakes are quickly raised when Marvin Acme is found dead and Roger is the prime suspect.",/62ANPHW3Md8civs7cbmfeiQLfxW.jpg
857,Paris Was a Woman (1995),70000000,"Drama, History",United States of America,"DreamWorks Pictures, Paramount Pictures, Amblin Entertainment, Mutual Film Company","As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",/AdpcyHDrwxUuBi6OCSvNbAmRLKK.jpg
858,Amityville: Dollhouse (1996),21000000,"Comedy, Drama",United States of America,TriStar Pictures,"After the death of his mother, a young boy calls a radio station in an attempt to set his father up on a date. Talking about his father’s loneliness soon leads to a meeting with a young female journalist, who has flown to Seattle to write a story about the boy and his father.",/iLWsLVrfkFvOXOG9PbUAYg7AK3E.jpg
859,April Fool's Day (1986),14000000,"Drama, Romance","United Kingdom, United States of America","Lorimar Film Entertainment, NFH Films, Warner Bros. Pictures, Franco London Films, Lorimar Productions","In 18th century France, Marquise de Merteuil asks her ex-lover Vicomte de Valmont to seduce the future wife of another ex-lover of hers in return for one last night with her. Yet things don’t go as planned.",/7etDozwd9Pf5oCcyo4h1Hki6U13.jpg
860,"Believers, The (1987)",12000000,"Thriller, Science Fiction",United States of America,"Sherwood Productions, United Artists, Metro-Goldwyn-Mayer","High School student David Lightman has a talent for hacking. But while trying to hack into a computer system to play unreleased video games, he unwittingly taps into the Defense Department's war computer and initiates a confrontation of global proportions. Together with his girlfriend and a wizardly computer genius, David must race against time to outwit his opponent and prevent a nuclear Armageddon.",/zZ1rN4LoPxKNfAp67Xl300WxVeD.jpg
861,Nosferatu a Venezia (1986),65000000,"Action, Adventure","Mexico, United States of America","Carolco Pictures, Ronald Shusett/Gary Goldman Productions, Estudios Churubusco Azteca","Construction worker Douglas Quaid's obsession with the planet Mars leads him to visit Recall, a company that manufactures memories. When his memory implant goes wrong, Doug can no longer be sure what is and isn't reality.",/wVbeL6fkbTKSmNfalj4VoAUUqJv.jpg
862,Jingle All the Way (1996),30000000,"Animation, Adventure",United States of America,Pixar,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg
863,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",90000000,"Animation, Comedy",United States of America,Pixar,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.",/4rbcp3ng8n1MKHjpeqW0L7Fnpzz.jpg
864,My Fellow Americans (1996),14000000,"Comedy, Adventure",United States of America,Walt Disney Pictures,"When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican bobsled team.",/6fXuGEb7EqGmAeUodxm7l5ELPZ.jpg
865,"Ice Storm, The (1997)",27000000,"Action, Science Fiction",United States of America,"Braveworld Productions, Keith Barish Productions, TAFT Entertainment Pictures, TriStar Pictures, HBO","By 2017, the global economy has collapsed and U.S. society has become a totalitarian police state, censoring all cultural activity. The government pacifies the populace by broadcasting a number of game shows in which convicted criminals fight for their lives, including the gladiator-style The Running Man, hosted by the ruthless Damon Killian, where “runners” attempt to evade “stalkers” and certain death for a chance to be pardoned and set free.",/v9TEnGUNNDAmueoiE55ny4k4zH6.jpg
866,Michael (1996),25000000,"Drama, Fantasy","United Kingdom, United States of America","Miramax, FilmColony, Mirimax","During a writing slump, playwright J.M. Barrie meets a widow and her four children, all young boys—who soon become an important part of Barrie’s life and the inspiration that lead him to create his masterpiece. Peter Pan.",/A9jgLICNCEb3lvWdNaIKAG9pRdp.jpg
867,"Whole Wide World, The (1996)",40000000,"Drama, Thriller","United States of America, Belgium","Robert Evans Company, Paramount Pictures",A woman moves into an apartment in Manhattan and learns that the previous tenant's life ended mysteriously after they fell from the balcony.,/g7PC2e2KqDkIfOoJx9iXJJez99d.jpg
868,Hearts and Minds (1996),3000000,"Crime, Drama","South Africa, United Kingdom","Movieworld Productions, UK Film & TV Production Company, National Film & Video Foundation of South Africa, Industrial Development Corporation of South Africa","The South African multi-award winning film about a young South African boy from the ghetto named Tsotsi, meaning Gangster. Tsotsi, who left home as a child to get away from helpless parents, finds a baby in the back seat of a car that he has just stolen. He decides that it his responsibility to take care of the baby and in the process learns that maybe the gangster life isn’t the best way.",/fvPGF7NYuZJACYVRAAF3FXicVf0.jpg
869,Fools Rush In (1997),100000000,"Thriller, Science Fiction",United States of America,"20th Century Fox, The Zanuck Company","After a spectacular crash-landing on an uncharted planet, brash astronaut Leo Davidson finds himself trapped in a savage world where talking apes dominate the human race. Desperate to find a way home, Leo must evade the invincible gorilla army led by Ruthless General Thade.",/2IZcJHsTugOdyg0Y8ejj4CM2X3a.jpg
870,Touch (1997),0,"Drama, Romance",Japan,"TV Tokyo, Bandai Visual, Office Kitano, Tokyo FM","Dolls takes puppeteering as its overriding motif, which relates thematically to the action provided by the live characters. Chief among those tales is the story of Matsumoto and Sawako, a young couple whose relationship is about to be broken apart by the former's parents, who have insisted their son take part in an arranged marriage to his boss' daughter.",/vQ9XBpH88jvO3hpHt9Zm5IHe5NP.jpg
871,Vegas Vacation (1997),5800000,"Science Fiction, Adventure",United States of America,"APJAC Productions, 20th Century Fox","Astronaut Taylor crash lands on a distant planet ruled by apes who use a primitive race of humans for experimentation and sport. Soon Taylor finds himself among the hunted, his life in the hands of a benevolent chimpanzee scientist.",/2r9iKnlSYEk4daQadsXfcjHfIjQ.jpg
872,Love Jones (1997),2540800,"Comedy, Romance",United States of America,Metro-Goldwyn-Mayer,"In 1927 Hollywood, a silent film production company and cast make a difficult transition to sound.",/w03EiJVHP8Un77boQeE7hg9DVdU.jpg
873,Picture Perfect (1997),15000000,"Drama, History",United States of America,"Amblin Entertainment, Warner Bros. Pictures, Guber/Peters Company","An epic tale spanning forty years in the life of Celie, an African-American woman living in the South who survives incredible abuse and bigotry. After Celie's abusive father marries her off to the equally debasing 'Mister' Albert Johnson, things go from bad to worse, leaving Celie to find companionship anywhere she can. She perseveres, holding on to her dream of one day being reunited with her sister in Africa.",/bjbLXVlrmmjHweFUS0idJJKlTWB.jpg
874,Career Girls (1997),3900000,"Drama, History",United Kingdom,Highland Films,"A depiction of the conflict between King Henry VIII of England and his Lord Chancellor, Sir Thomas More, who refuses to swear the Oath of Supremacy declaring Henry Supreme Head of the Church in England.",/fKdIMxsxt2PQlHGqmnl8uSS2C54.jpg
875,She's So Lovely (1997),0,"Drama, Romance",United States of America,Paramount Pictures,A beautiful temptress re-kindles an old romance while trying to escape her past during a tension-packed train journey.,/l59j7Mdfry4Mbxvpo68qTG8Y4GY.jpg
876,Money Talks (1997),0,Unknown,Unknown,Unknown,Unknown,Unknown
877,Excess Baggage (1997),800000,"Crime, Drama",United States of America,"The Caddo Company, United Artists","In 1920s Chicago, Italian immigrant and notorious thug, Antonio 'Tony' Camonte, aka Scarface, shoots his way to the top of the mobs while trying to protect his sister from the criminal life.",/y4E5oRiHMTFkEB12IIcpbKbKzDW.jpg
878,That Darn Cat! (1997),0,Comedy,Germany,"Deutsche Filmvertriebs GmbH, Terra-Filmkunst",Die Feuerzangenbowle from Director Helmut Weiss is based on the novel by the same name from Heinrich Spoerl and Hans Reimann that has turned into a cult German film. The film tells the story of a writer Johannes Pfeiffer who goes undercover as a student in a high school after his friends told him that he missed out on a great life experience since he was home schooled.,/yPklnEcziGaLCetKtLSwEJrecBe.jpg
